pmid,pmc,publisher-id,doi,File,pii,other,coden,sici,medline,manuscript,pmcid,publisher-manuscript
18463715,PMC2359901,ijbsv04p0111,,PMC002xxxxxx/PMC2359901.xml,,,,,,,,
18463716,PMC2359902,ijbsv04p0116,,PMC002xxxxxx/PMC2359902.xml,,,,,,,,
18463717,PMC2359903,ijbsv04p0103,,PMC002xxxxxx/PMC2359903.xml,,,,,,,,
18389210,PMC2362134,992,10.1007/s00125-008-0992-1,PMC002xxxxxx/PMC2362134.xml,,,,,,,,
18389214,PMC2362135,975,10.1007/s00125-008-0975-2,PMC002xxxxxx/PMC2362135.xml,,,,,,,,
18443823,PMC2362136,216,10.1007/s00427-008-0216-1,PMC002xxxxxx/PMC2362136.xml,,,,,,,,
17929170,PMC2362137,69,10.1007/s10728-007-0069-1,PMC002xxxxxx/PMC2362137.xml,,,,,,,,
18265945,PMC2362138,9127,10.1007/s10555-008-9127-x,PMC002xxxxxx/PMC2362138.xml,,,,,,,,
18347780,PMC2362139,1100,10.1007/s00213-008-1100-4,PMC002xxxxxx/PMC2362139.xml,,,,,,,,
18095035,PMC2365453,458,10.1007/s11606-007-0458-z,PMC002xxxxxx/PMC2365453.xml,,,,,,,,
18442955,PMC2365454,ci080013,10.1102/1470-7330.2008.0013,PMC002xxxxxx/PMC2365454.xml,,,,,,,,
18442956,PMC2365455,ci080014,10.1102/1470-7330.2008.0014,PMC002xxxxxx/PMC2365455.xml,,,,,,,,
18442957,PMC2365456,ci080015,10.1102/1470-7330.2008.0015,PMC002xxxxxx/PMC2365456.xml,,,,,,,,
18442958,PMC2365457,ci080016,10.1102/1470-7330.2008.0016,PMC002xxxxxx/PMC2365457.xml,,,,,,,,
18442959,PMC2365458,ci080017,10.1102/1470-7330.2008.0017,PMC002xxxxxx/PMC2365458.xml,,,,,,,,
18463718,PMC2365684,md501001,,PMC002xxxxxx/PMC2365684.xml,,,,,,,,
18463719,PMC2365685,md503071,,PMC002xxxxxx/PMC2365685.xml,,,,,,,,
18463720,PMC2365686,md503052,,PMC002xxxxxx/PMC2365686.xml,,,,,,,,
18463721,PMC2365688,md503085,,PMC002xxxxxx/PMC2365688.xml,,,,,,,,
18463722,PMC2365689,md502031,,PMC002xxxxxx/PMC2365689.xml,,,,,,,,
18463723,PMC2365690,md502040,,PMC002xxxxxx/PMC2365690.xml,,,,,,,,
18463724,PMC2365691,md502023,,PMC002xxxxxx/PMC2365691.xml,,,,,,,,
18463725,PMC2365692,md502006,,PMC002xxxxxx/PMC2365692.xml,,,,,,,,
18463726,PMC2365693,md504220,,PMC002xxxxxx/PMC2365693.xml,,,,,,,,
18463727,PMC2365694,md504208,,PMC002xxxxxx/PMC2365694.xml,,,,,,,,
18463728,PMC2365695,md504197,,PMC002xxxxxx/PMC2365695.xml,,,,,,,,
18463729,PMC2365696,md504151,,PMC002xxxxxx/PMC2365696.xml,,,,,,,,
18463730,PMC2365697,md504157,,PMC002xxxxxx/PMC2365697.xml,,,,,,,,
18463731,PMC2365698,md504180,,PMC002xxxxxx/PMC2365698.xml,,,,,,,,
18463732,PMC2365699,md504168,,PMC002xxxxxx/PMC2365699.xml,,,,,,,,
18463733,PMC2365700,md504136,,PMC002xxxxxx/PMC2365700.xml,,,,,,,,
18157531,PMC2365742,658,10.1007/s00259-007-0658-0,PMC002xxxxxx/PMC2365742.xml,,,,,,,,
18462013,PMC2365971,07-PLME-RA-1195R3,10.1371/journal.pmed.0050100,PMC002xxxxxx/PMC2365971.xml,,,,plme-05-05-02,,,,
18462014,PMC2365972,08-PLME-RIT-0784,10.1371/journal.pmed.0050103,PMC002xxxxxx/PMC2365972.xml,,,,,,,,
18462015,PMC2365973,08-PLME-P-0794R1,10.1371/journal.pmed.0050107,PMC002xxxxxx/PMC2365973.xml,,,,,,,,
18462011,PMC2365974,07-PLME-RA-0998R3,10.1371/journal.pmed.0050092,PMC002xxxxxx/PMC2365974.xml,,,,plme-05-05-06,,,,
18462012,PMC2365975,07-PLME-RA-1900R2,10.1371/journal.pmed.0050097,PMC002xxxxxx/PMC2365975.xml,,,,plme-05-05-05,,,,
18301949,PMC2365983,9168,10.1007/s10350-007-9168-1,PMC002xxxxxx/PMC2365983.xml,,,,,,,,
17617195,PMC2366022,,10.1111/j.1471-0528.2007.01338.x,PMC002xxxxxx/PMC2366022.xml,,,,,,,,
18464915,PMC2366047,,10.1155/2008/218097,PMC002xxxxxx/PMC2366047.xml,,,,,,,,
18464920,PMC2366076,,10.1155/2008/623475,PMC002xxxxxx/PMC2366076.xml,,,,,,,,
18458790,PMC2366387,medhis5202-257,,PMC002xxxxxx/PMC2366387.xml,,,,,,,,
14500884,PMC2366929,0122262,,PMC002xxxxxx/PMC2366929.xml,,,,,,,,
18366457,PMC2367114,,10.1111/j.1582-4934.2007.00135.x,PMC002xxxxxx/PMC2367114.xml,,,,,,,,
18458742,PMC2367137,IRV017,10.1111/j.1750-2659.2007.00017.x,PMC002xxxxxx/PMC2367137.xml,,,,,,,,
18458762,PMC2367328,md503113,,PMC002xxxxxx/PMC2367328.xml,,,,,,,,
18443820,PMC2367385,150,10.1007/s00426-008-0150-x,PMC002xxxxxx/PMC2367385.xml,,,,,,,,
17899176,PMC2367386,126,10.1007/s00426-007-0126-2,PMC002xxxxxx/PMC2367386.xml,,,,,,,,
18266030,PMC2367387,9307,10.1007/s00270-008-9307-7,PMC002xxxxxx/PMC2367387.xml,,,,,,,,
18274814,PMC2367388,848,10.1007/s10067-008-0848-6,PMC002xxxxxx/PMC2367388.xml,,,,,,,,
18236168,PMC2367389,9126,10.1007/s10522-008-9126-x,PMC002xxxxxx/PMC2367389.xml,,,,,,,,
18365293,PMC2367390,9388,10.1007/s11695-007-9388-4,PMC002xxxxxx/PMC2367390.xml,,,,,,,,
17674034,PMC2367391,123,10.1007/s00426-007-0123-5,PMC002xxxxxx/PMC2367391.xml,,,,,,,,
18204872,PMC2367392,836,10.1007/s10067-008-0836-x,PMC002xxxxxx/PMC2367392.xml,,,,,,,,
18425525,PMC2367393,779,10.1007/s00417-008-0779-6,PMC002xxxxxx/PMC2367393.xml,,,,,,,,
18324394,PMC2367394,751,10.1007/s00247-008-0751-y,PMC002xxxxxx/PMC2367394.xml,,,,,,,,
18204845,PMC2367395,572,10.1007/s00381-007-0572-6,PMC002xxxxxx/PMC2367395.xml,,,,,,,,
18461187,PMC2367428,ijmsv05p0100,,PMC002xxxxxx/PMC2367428.xml,,,,,,,,
18461147,PMC2367429,ijbsv04p0133,,PMC002xxxxxx/PMC2367429.xml,,,,,,,,
18420712,PMC2367696,awn053,10.1093/brain/awn053,PMC002xxxxxx/PMC2367696.xml,,,,,,,,
18642470,PMC2368764,JPE1348,10.1111/j.1365-2664.2007.01348.x,PMC002xxxxxx/PMC2368764.xml,,,,,,,,
18784796,PMC2368765,JPE1226,10.1111/j.1365-2664.2006.01226.x,PMC002xxxxxx/PMC2368765.xml,,,,,,,,
18408973,PMC2373414,9464,10.1007/s10886-008-9464-9,PMC002xxxxxx/PMC2373414.xml,,,,,,,,
18335250,PMC2373415,1010,10.1007/s00442-008-1010-5,PMC002xxxxxx/PMC2373415.xml,,,,,,,,
18415061,PMC2373416,9447,10.1007/s10886-008-9447-x,PMC002xxxxxx/PMC2373416.xml,,,,,,,,
18446332,PMC2373857,1382,10.1007/s00221-008-1382-0,PMC002xxxxxx/PMC2373857.xml,,,,,,,,
18270714,PMC2373858,870,10.1007/s00330-008-0870-8,PMC002xxxxxx/PMC2373858.xml,,,,,,,,
18246398,PMC2373859,9824,10.1245/s10434-008-9824-2,PMC002xxxxxx/PMC2373859.xml,,,,,,,,
18038190,PMC2373860,9282,10.1007/s10554-007-9282-0,PMC002xxxxxx/PMC2373860.xml,,,,,,,,
18278503,PMC2373861,879,10.1007/s00330-008-0879-z,PMC002xxxxxx/PMC2373861.xml,,,,,,,,
,PMC2373862,9878,10.1245/s10434-008-9878-1,PMC002xxxxxx/PMC2373862.xml,,,,,,,,
18438649,PMC2373863,1390,10.1007/s00221-008-1390-0,PMC002xxxxxx/PMC2373863.xml,,,,,,,,
18293097,PMC2373864,9301,10.1007/s10554-008-9301-9,PMC002xxxxxx/PMC2373864.xml,,,,,,,,
18347875,PMC2373865,9855,10.1245/s10434-008-9855-8,PMC002xxxxxx/PMC2373865.xml,,,,,,,,
18363073,PMC2373866,9862,10.1245/s10434-008-9862-9,PMC002xxxxxx/PMC2373866.xml,,,,,,,,
18365285,PMC2373867,9861,10.1245/s10434-008-9861-x,PMC002xxxxxx/PMC2373867.xml,,,,,,,,
17381829,PMC2373895,jbiol55,10.1186/jbiol55,PMC002xxxxxx/PMC2373895.xml,,,,,,,,
,PMC2373896,jbiol57,10.1186/jbiol57,PMC002xxxxxx/PMC2373896.xml,,,,,,,,
18021427,PMC2373898,jbiol59,10.1186/jbiol59,PMC002xxxxxx/PMC2373898.xml,,,,,,,,
17472733,PMC2373900,jbiol56,10.1186/jbiol56,PMC002xxxxxx/PMC2373900.xml,,,,,,,,
18177504,PMC2373901,jbiol60,10.1186/jbiol60,PMC002xxxxxx/PMC2373901.xml,,,,,,,,
18475318,PMC2373955,,10.1155/2008/231904,PMC002xxxxxx/PMC2373955.xml,,,,,,,,
18097091,PMC2373992,en5276,10.1107/S1744309107065931,PMC002xxxxxx/PMC2373992.xml,S1744309107065931,,ACSFCL,,,,,
,PMC2373996,hc9013,10.1107/S1744309107065566,PMC002xxxxxx/PMC2373996.xml,S1744309107065566,,ACSFCL,,,,,
,PMC2374000,me0359,10.1107/S1744309107066456,PMC002xxxxxx/PMC2374000.xml,S1744309107066456,,ACSFCL,,,,,
18323597,PMC2374154,fw5161,10.1107/S1744309108001413,PMC002xxxxxx/PMC2374154.xml,S1744309108001413,,ACSFCL,,,,,
,PMC2374161,me0367,10.1107/S1744309108005617,PMC002xxxxxx/PMC2374161.xml,S1744309108005617,,ACSFCL,,,,,
18259050,PMC2374183,me0362,10.1107/S1744309108000134,PMC002xxxxxx/PMC2374183.xml,S1744309108000134,,ACSFCL,,,,,
18391435,PMC2374247,hc5048,10.1107/S1744309108007136,PMC002xxxxxx/PMC2374247.xml,S1744309108007136,,ACSFCL,,,,,
18391414,PMC2374254,me0366,10.1107/S1744309108007525,PMC002xxxxxx/PMC2374254.xml,S1744309108007525,,ACSFCL,,,,,
,PMC2374256,pf0064,10.1107/S1744309108005666,PMC002xxxxxx/PMC2374256.xml,S1744309108005666,,ACSFCL,,,,,
18391426,PMC2374257,pu5213,10.1107/S1744309108005277,PMC002xxxxxx/PMC2374257.xml,S1744309108005277,,ACSFCL,,,,,
18478078,PMC2374369,006100072008,,PMC002xxxxxx/PMC2374369.xml,,,,,,,,
18478079,PMC2374370,006200072008,,PMC002xxxxxx/PMC2374370.xml,,,,,,,,
18478080,PMC2374371,006300072008,,PMC002xxxxxx/PMC2374371.xml,,,,,,,,
18478081,PMC2374372,006400072008,,PMC002xxxxxx/PMC2374372.xml,,,,,,,,
18478082,PMC2374373,006500072008,,PMC002xxxxxx/PMC2374373.xml,,,,,,,,
18478083,PMC2374374,006600072008,,PMC002xxxxxx/PMC2374374.xml,,,,,,,,
18478084,PMC2374375,006700072008,,PMC002xxxxxx/PMC2374375.xml,,,,,,,,
18478085,PMC2374376,006800072008,,PMC002xxxxxx/PMC2374376.xml,,,,,,,,
18478086,PMC2374377,006900072008,,PMC002xxxxxx/PMC2374377.xml,,,,,,,,
18478087,PMC2374378,007000072008,,PMC002xxxxxx/PMC2374378.xml,,,,,,,,
18226182,PMC2374440,ar2344,10.1186/ar2344,PMC002xxxxxx/PMC2374440.xml,,,,,,,,
18254923,PMC2374441,ar2352,10.1186/ar2352,PMC002xxxxxx/PMC2374441.xml,,,,,,,,
,PMC2374442,ar2356,10.1186/ar2356,PMC002xxxxxx/PMC2374442.xml,,,,,,,,
18226183,PMC2374455,ar2345,10.1186/ar2345,PMC002xxxxxx/PMC2374455.xml,,,,,,,,
18226189,PMC2374460,ar2338,10.1186/ar2338,PMC002xxxxxx/PMC2374460.xml,,,,,,,,
18279536,PMC2374461,ar2343,10.1186/ar2343,PMC002xxxxxx/PMC2374461.xml,,,,,,,,
,PMC2374463,ar2351,10.1186/ar2351,PMC002xxxxxx/PMC2374463.xml,,,,,,,,
18341701,PMC2374465,ar2369,10.1186/ar2369,PMC002xxxxxx/PMC2374465.xml,,,,,,,,
18304382,PMC2374468,ar2359,10.1186/ar2359,PMC002xxxxxx/PMC2374468.xml,,,,,,,,
18226185,PMC2374473,ar2341,10.1186/ar2341,PMC002xxxxxx/PMC2374473.xml,,,,,,,,
18279534,PMC2374579,cc6194,10.1186/cc6194,PMC002xxxxxx/PMC2374579.xml,,,,,,,,
,PMC2374583,cc6196,10.1186/cc6196,PMC002xxxxxx/PMC2374583.xml,,,,,,,,
18312700,PMC2374584,cc6777,10.1186/cc6777,PMC002xxxxxx/PMC2374584.xml,,,,,,,,
18254940,PMC2374585,cc6206,10.1186/cc6206,PMC002xxxxxx/PMC2374585.xml,,,,,,,,
18226186,PMC2374586,cc6203,10.1186/cc6203,PMC002xxxxxx/PMC2374586.xml,,,,,,,,
18304377,PMC2374588,cc6781,10.1186/cc6781,PMC002xxxxxx/PMC2374588.xml,,,,,,,,
18341705,PMC2374589,cc6779,10.1186/cc6779,PMC002xxxxxx/PMC2374589.xml,,,,,,,,
18279532,PMC2374590,cc6212,10.1186/cc6212,PMC002xxxxxx/PMC2374590.xml,,,,,,,,
18226173,PMC2374592,cc6164,10.1186/cc6164,PMC002xxxxxx/PMC2374592.xml,,,,,,,,
18226180,PMC2374593,cc6217,10.1186/cc6217,PMC002xxxxxx/PMC2374593.xml,,,,,,,,
18279533,PMC2374594,cc6769,10.1186/cc6769,PMC002xxxxxx/PMC2374594.xml,,,,,,,,
18312701,PMC2374595,cc6784,10.1186/cc6784,PMC002xxxxxx/PMC2374595.xml,,,,,,,,
18373881,PMC2374599,cc6216,10.1186/cc6216,PMC002xxxxxx/PMC2374599.xml,,,,,,,,
18254939,PMC2374601,cc6210,10.1186/cc6210,PMC002xxxxxx/PMC2374601.xml,,,,,,,,
18304373,PMC2374602,cc6768,10.1186/cc6768,PMC002xxxxxx/PMC2374602.xml,,,,,,,,
18279531,PMC2374604,cc6207,10.1186/cc6207,PMC002xxxxxx/PMC2374604.xml,,,,,,,,
18254936,PMC2374605,cc6763,10.1186/cc6763,PMC002xxxxxx/PMC2374605.xml,,,,,,,,
18254931,PMC2374606,cc6220,10.1186/cc6220,PMC002xxxxxx/PMC2374606.xml,,,,,,,,
18226179,PMC2374610,cc6214,10.1186/cc6214,PMC002xxxxxx/PMC2374610.xml,,,,,,,,
18254930,PMC2374612,cc6215,10.1186/cc6215,PMC002xxxxxx/PMC2374612.xml,,,,,,,,
18254932,PMC2374614,cc6218,10.1186/cc6218,PMC002xxxxxx/PMC2374614.xml,,,,,,,,
18279537,PMC2374616,cc6767,10.1186/cc6767,PMC002xxxxxx/PMC2374616.xml,,,,,,,,
18341706,PMC2374617,cc6208,10.1186/cc6208,PMC002xxxxxx/PMC2374617.xml,,,,,,,,
18341702,PMC2374620,cc6204,10.1186/cc6204,PMC002xxxxxx/PMC2374620.xml,,,,,,,,
18341709,PMC2374622,cc6787,10.1186/cc6787,PMC002xxxxxx/PMC2374622.xml,,,,,,,,
18304376,PMC2374624,cc6773,10.1186/cc6773,PMC002xxxxxx/PMC2374624.xml,,,,,,,,
18254927,PMC2374625,cc6199,10.1186/cc6199,PMC002xxxxxx/PMC2374625.xml,,,,,,,,
18279535,PMC2374627,cc6166,10.1186/cc6166,PMC002xxxxxx/PMC2374627.xml,,,,,,,,
18304374,PMC2374633,cc6774,10.1186/cc6774,PMC002xxxxxx/PMC2374633.xml,,,,,,,,
18254937,PMC2374639,cc6187,10.1186/cc6187,PMC002xxxxxx/PMC2374639.xml,,,,,,,,
18254924,PMC2374640,cc6221,10.1186/cc6221,PMC002xxxxxx/PMC2374640.xml,,,,,,,,
18341707,PMC2374641,cc6783,10.1186/cc6783,PMC002xxxxxx/PMC2374641.xml,,,,,,,,
18304375,PMC2374642,cc6775,10.1186/cc6775,PMC002xxxxxx/PMC2374642.xml,,,,,,,,
18254935,PMC2374643,cc6219,10.1186/cc6219,PMC002xxxxxx/PMC2374643.xml,,,,,,,,
18328112,PMC2374698,gb-2008-9-2-102,10.1186/gb-2008-9-2-102,PMC002xxxxxx/PMC2374698.xml,,,,,,,,
18304371,PMC2374707,gb-2008-9-2-206,10.1186/gb-2008-9-2-206,PMC002xxxxxx/PMC2374707.xml,,,,,,,,
18279540,PMC2374715,gb-2008-9-2-207,10.1186/gb-2008-9-2-207,PMC002xxxxxx/PMC2374715.xml,,,,,,,,
18304380,PMC2374716,gb-2008-9-2-302,10.1186/gb-2008-9-2-302,PMC002xxxxxx/PMC2374716.xml,,,,,,,,
18304372,PMC2374719,gb-2008-9-2-208,10.1186/gb-2008-9-2-208,PMC002xxxxxx/PMC2374719.xml,,,,,,,,
18331620,PMC2374722,gb-2008-9-2-209,10.1186/gb-2008-9-2-209,PMC002xxxxxx/PMC2374722.xml,,,,,,,,
18304383,PMC2374724,gb-2008-9-2-210,10.1186/gb-2008-9-2-210,PMC002xxxxxx/PMC2374724.xml,,,,,,,,
18464937,PMC2374725,m136,10.1251/bpo136,PMC002xxxxxx/PMC2374725.xml,,,,,,,,
18322669,PMC2374880,318,10.1007/s00109-008-0318-2,PMC002xxxxxx/PMC2374880.xml,,,,,,,,
18239932,PMC2374881,684,10.1007/s00421-008-0684-z,PMC002xxxxxx/PMC2374881.xml,,,,,,,,
18335185,PMC2374882,327,10.1007/s00109-008-0327-1,PMC002xxxxxx/PMC2374882.xml,,,,,,,,
18472972,PMC2374925,,,PMC002xxxxxx/PMC2374925.xml,,,,,,,,
18472978,PMC2374926,,,PMC002xxxxxx/PMC2374926.xml,,,,,,,,
18472977,PMC2374927,,,PMC002xxxxxx/PMC2374927.xml,,,,,,,,
18472988,PMC2374928,,,PMC002xxxxxx/PMC2374928.xml,,,,,,,,
18472985,PMC2374929,,,PMC002xxxxxx/PMC2374929.xml,,,,,,,,
18472970,PMC2374930,,,PMC002xxxxxx/PMC2374930.xml,,,,,,,,
18472973,PMC2374931,,,PMC002xxxxxx/PMC2374931.xml,,,,,,,,
18472976,PMC2374932,,,PMC002xxxxxx/PMC2374932.xml,,,,,,,,
18472981,PMC2374933,,,PMC002xxxxxx/PMC2374933.xml,,,,,,,,
18472991,PMC2374934,,,PMC002xxxxxx/PMC2374934.xml,,,,,,,,
18472990,PMC2374935,,,PMC002xxxxxx/PMC2374935.xml,,,,,,,,
18472975,PMC2374936,,,PMC002xxxxxx/PMC2374936.xml,,,,,,,,
18472984,PMC2374937,,,PMC002xxxxxx/PMC2374937.xml,,,,,,,,
18472982,PMC2374938,,,PMC002xxxxxx/PMC2374938.xml,,,,,,,,
18472989,PMC2374939,,,PMC002xxxxxx/PMC2374939.xml,,,,,,,,
18472974,PMC2374940,,,PMC002xxxxxx/PMC2374940.xml,,,,,,,,
18472979,PMC2374941,,,PMC002xxxxxx/PMC2374941.xml,,,,,,,,
18472983,PMC2374942,,,PMC002xxxxxx/PMC2374942.xml,,,,,,,,
18472980,PMC2374943,,,PMC002xxxxxx/PMC2374943.xml,,,,,,,,
18472993,PMC2374944,,,PMC002xxxxxx/PMC2374944.xml,,,,,,,,
18472971,PMC2374945,,,PMC002xxxxxx/PMC2374945.xml,,,,,,,,
18472992,PMC2374946,,,PMC002xxxxxx/PMC2374946.xml,,,,,,,,
18472986,PMC2374947,,,PMC002xxxxxx/PMC2374947.xml,,,,,,,,
18472987,PMC2374948,,,PMC002xxxxxx/PMC2374948.xml,,,,,,,,
18226174,PMC2374950,bcr1831,10.1186/bcr1831,PMC002xxxxxx/PMC2374950.xml,,,,,,,,
18226176,PMC2374952,bcr1842,10.1186/bcr1842,PMC002xxxxxx/PMC2374952.xml,,,,,,,,
18226190,PMC2374958,bcr1848,10.1186/bcr1848,PMC002xxxxxx/PMC2374958.xml,,,,,,,,
18304378,PMC2374962,bcr1852,10.1186/bcr1852,PMC002xxxxxx/PMC2374962.xml,,,,,,,,
18279539,PMC2374963,bcr1853,10.1186/bcr1853,PMC002xxxxxx/PMC2374963.xml,,,,,,,,
18331621,PMC2374964,bcr1854,10.1186/bcr1854,PMC002xxxxxx/PMC2374964.xml,,,,,,,,
18304381,PMC2374966,bcr1856,10.1186/bcr1856,PMC002xxxxxx/PMC2374966.xml,,,,,,,,
17850676,PMC2374979,gb-2007-8-8-109,10.1186/gb-2007-8-8-109,PMC002xxxxxx/PMC2374979.xml,,,,,,,,
17764591,PMC2374980,gb-2007-8-8-222,10.1186/gb-2007-8-8-222,PMC002xxxxxx/PMC2374980.xml,,,,,,,,
17688679,PMC2374981,gb-2007-8-8-223,10.1186/gb-2007-8-8-223,PMC002xxxxxx/PMC2374981.xml,,,,,,,,
17764589,PMC2374982,gb-2007-8-8-312,10.1186/gb-2007-8-8-312,PMC002xxxxxx/PMC2374982.xml,,,,,,,,
17764590,PMC2374983,gb-2007-8-8-313,10.1186/gb-2007-8-8-313,PMC002xxxxxx/PMC2374983.xml,,,,,,,,
17692134,PMC2374984,gb-2007-8-8-407,10.1186/gb-2007-8-8-407,PMC002xxxxxx/PMC2374984.xml,,,,,,,,
17915039,PMC2375011,gb-2007-8-9-110,10.1186/gb-2007-8-9-110,PMC002xxxxxx/PMC2375011.xml,,,,,,,,
17903311,PMC2375012,gb-2007-8-9-225,10.1186/gb-2007-8-9-225,PMC002xxxxxx/PMC2375012.xml,,,,,,,,
17903312,PMC2375013,gb-2007-8-9-226,10.1186/gb-2007-8-9-226,PMC002xxxxxx/PMC2375013.xml,,,,,,,,
17903313,PMC2375014,gb-2007-8-9-227,10.1186/gb-2007-8-9-227,PMC002xxxxxx/PMC2375014.xml,,,,,,,,
17875222,PMC2375015,gb-2007-8-9-314,10.1186/gb-2007-8-9-314,PMC002xxxxxx/PMC2375015.xml,,,,,,,,
17915040,PMC2375016,gb-2007-8-9-315,10.1186/gb-2007-8-9-315,PMC002xxxxxx/PMC2375016.xml,,,,,,,,
17855751,PMC2375456,,10.1113/jphysiol.2007.143602,PMC002xxxxxx/PMC2375456.xml,,,,,,,,
17901122,PMC2375460,,10.1113/jphysiol.2007.143933,PMC002xxxxxx/PMC2375460.xml,,,,,,,,
17916609,PMC2375473,,10.1113/jphysiol.2007.142208,PMC002xxxxxx/PMC2375473.xml,,,,,,,,
18258656,PMC2375733,,10.1113/jphysiol.2007.149104,PMC002xxxxxx/PMC2375733.xml,,,,,,,,
18045352,PMC2375841,,10.1111/j.1469-7580.2007.00825.x,PMC002xxxxxx/PMC2375841.xml,,,,,,,,
18479181,PMC2375945,07-PLME-RA-0800R2,10.1371/journal.pmed.0050104,PMC002xxxxxx/PMC2375945.xml,,,,plme-05-05-11,,,,
18479180,PMC2375946,07-PLME-GG-1895R3,10.1371/journal.pmed.0050091,PMC002xxxxxx/PMC2375946.xml,,,,,,,,
18479183,PMC2375947,08-PLME-P-0873,10.1371/journal.pmed.0050108,PMC002xxxxxx/PMC2375947.xml,,,,,,,,
18479182,PMC2375948,07-PLME-RA-0709R5,10.1371/journal.pmed.0050105,PMC002xxxxxx/PMC2375948.xml,,,,plme-05-05-12,,,,
18483568,PMC2375970,,10.1155/2008/821529,PMC002xxxxxx/PMC2375970.xml,,,,,,,,
18483573,PMC2375976,,10.1155/2008/586310,PMC002xxxxxx/PMC2375976.xml,,,,,,,,
18473012,PMC2376066,,,PMC002xxxxxx/PMC2376066.xml,,,,,,,,
18473019,PMC2376067,,,PMC002xxxxxx/PMC2376067.xml,,,,,,,,
18472995,PMC2376068,,,PMC002xxxxxx/PMC2376068.xml,,,,,,,,
18473015,PMC2376069,,,PMC002xxxxxx/PMC2376069.xml,,,,,,,,
18473008,PMC2376070,,,PMC002xxxxxx/PMC2376070.xml,,,,,,,,
18473001,PMC2376071,,,PMC002xxxxxx/PMC2376071.xml,,,,,,,,
18472997,PMC2376072,,,PMC002xxxxxx/PMC2376072.xml,,,,,,,,
18473003,PMC2376073,,,PMC002xxxxxx/PMC2376073.xml,,,,,,,,
18473011,PMC2376074,,,PMC002xxxxxx/PMC2376074.xml,,,,,,,,
18473020,PMC2376075,,,PMC002xxxxxx/PMC2376075.xml,,,,,,,,
18473002,PMC2376076,,,PMC002xxxxxx/PMC2376076.xml,,,,,,,,
18473018,PMC2376077,,,PMC002xxxxxx/PMC2376077.xml,,,,,,,,
18472998,PMC2376078,,,PMC002xxxxxx/PMC2376078.xml,,,,,,,,
18472994,PMC2376079,,,PMC002xxxxxx/PMC2376079.xml,,,,,,,,
18473000,PMC2376080,,,PMC002xxxxxx/PMC2376080.xml,,,,,,,,
18473007,PMC2376081,,,PMC002xxxxxx/PMC2376081.xml,,,,,,,,
18472996,PMC2376082,,,PMC002xxxxxx/PMC2376082.xml,,,,,,,,
18472999,PMC2376083,,,PMC002xxxxxx/PMC2376083.xml,,,,,,,,
18473010,PMC2376084,,,PMC002xxxxxx/PMC2376084.xml,,,,,,,,
18473004,PMC2376085,,,PMC002xxxxxx/PMC2376085.xml,,,,,,,,
18473006,PMC2376086,,,PMC002xxxxxx/PMC2376086.xml,,,,,,,,
18473016,PMC2376087,,,PMC002xxxxxx/PMC2376087.xml,,,,,,,,
18473005,PMC2376088,,,PMC002xxxxxx/PMC2376088.xml,,,,,,,,
18473014,PMC2376089,,,PMC002xxxxxx/PMC2376089.xml,,,,,,,,
18473017,PMC2376090,,,PMC002xxxxxx/PMC2376090.xml,,,,,,,,
18473013,PMC2376091,,,PMC002xxxxxx/PMC2376091.xml,,,,,,,,
18473009,PMC2376092,,,PMC002xxxxxx/PMC2376092.xml,,,,,,,,
16569729,PMC2377020,,10.1093/toxsci/kfj169,PMC002xxxxxx/PMC2377020.xml,,kfj169,,,,,,
18368528,PMC2377316,9052,10.1007/s11302-007-9052-4,PMC002xxxxxx/PMC2377316.xml,,,,,,,,
18368524,PMC2377317,9059,10.1007/s11302-007-9059-x,PMC002xxxxxx/PMC2377317.xml,,,,,,,,
18368523,PMC2377318,9072,10.1007/s11302-007-9072-0,PMC002xxxxxx/PMC2377318.xml,,,,,,,,
18368529,PMC2377319,9091,10.1007/s11302-007-9091-x,PMC002xxxxxx/PMC2377319.xml,,,,,,,,
18368517,PMC2377322,9090,10.1007/s11302-007-9090-y,PMC002xxxxxx/PMC2377322.xml,,,,,,,,
18368527,PMC2377323,9053,10.1007/s11302-007-9053-3,PMC002xxxxxx/PMC2377323.xml,,,,,,,,
18368525,PMC2377324,9057,10.1007/s11302-007-9057-z,PMC002xxxxxx/PMC2377324.xml,,,,,,,,
18368526,PMC2377325,9054,10.1007/s11302-007-9054-2,PMC002xxxxxx/PMC2377325.xml,,,,,,,,
18368522,PMC2377326,9077,10.1007/s11302-007-9077-8,PMC002xxxxxx/PMC2377326.xml,,,,,,,,
17991468,PMC2377454,,10.1016/j.ijpara.2007.10.001,PMC002xxxxxx/PMC2377454.xml,S0020-7519(07)00370-0,,,,,,,
18404291,PMC2384033,240,10.1007/s11999-008-0240-5,PMC002xxxxxx/PMC2384033.xml,,,,,,,,
18373700,PMC2384092,,10.1111/j.1365-2249.2008.03645.x,PMC002xxxxxx/PMC2384092.xml,,,,,,,,
17451829,PMC2384224,S0168-1702(07)00104-9,10.1016/j.virusres.2007.03.013,PMC002xxxxxx/PMC2384224.xml,,,,,,,,
,PMC2384293,,,PMC002xxxxxx/PMC2384293.xml,,,,,,,,
,PMC2384294,,,PMC002xxxxxx/PMC2384294.xml,,,,,,,,
,PMC2384295,,,PMC002xxxxxx/PMC2384295.xml,,,,,,,,
